ExistingProtection,Occupation,Budget,Gender,WorkingYear,Plan
"N","法律",10700,0,9,"儲蓄計劃"
"Y","醫療",62350,1,6,"儲蓄計劃"
"N","服務",47350,1,3,"儲蓄計劃"
"N","教育",54700,0,8,"儲蓄計劃"
"N","法律",44700,0,5,"儲蓄計劃"
"N","醫療",66250,1,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",47500,1,2,"儲蓄計劃"
"Y","法律",32500,0,5,"儲蓄計劃"
"N","醫療",73000,0,2,"儲蓄計劃"
"N","教育",66000,1,2,"儲蓄計劃"
"Y","法律",16000,0,8,"儲蓄計劃"
"N","醫療",66900,0,8,"儲蓄計劃"
"N","教育",78800,1,2,"儲蓄計劃"
"N","法律",33800,1,9,"儲蓄計劃"
"Y","醫療",65650,1,8,"儲蓄計劃"
"N","服務",45650,1,3,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",41300,1,2,"儲蓄計劃"
"N","醫療",64750,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",74500,1,4,"儲蓄計劃"
"Y","法律",19500,0,9,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",37850,0,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",25700,1,2,"儲蓄計劃"
"N","醫療",54450,0,8,"儲蓄計劃"
"N","教育",63900,1,1,"儲蓄計劃"
"N","法律",48900,0,9,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",55400,0,1,"儲蓄計劃"
"N","教育",70800,1,4,"儲蓄計劃"
"N","法律",20800,0,5,"儲蓄計劃"
"N","醫療",68350,1,2,"儲蓄計劃"
"N","教育",61700,1,7,"儲蓄計劃"
"Y","法律",26700,1,9,"儲蓄計劃"
"N","醫療",65750,0,2,"儲蓄計劃"
"N","服務",40750,0,3,"儲蓄計劃"
"N","教育",56500,0,8,"儲蓄計劃"
"N","法律",11500,1,5,"儲蓄計劃"
"N","醫療",69800,1,8,"儲蓄計劃"
"N","服務",44800,0,3,"儲蓄計劃"
"N","教育",79600,1,7,"儲蓄計劃"
"N","法律",19600,1,5,"儲蓄計劃"
"Y","醫療",62700,0,4,"儲蓄計劃"
"N","服務",37700,0,7,"儲蓄計劃"
"N","教育",35400,1,8,"儲蓄計劃"
"N","法律",45400,1,2,"儲蓄計劃"
"N","醫療",62300,0,2,"儲蓄計劃"
"N","服務",32300,0,3,"儲蓄計劃"
"N","教育",69600,1,7,"儲蓄計劃"
"Y","法律",34600,1,7,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",30600,0,9,"儲蓄計劃"
"N","教育",51200,0,4,"儲蓄計劃"
"N","法律",11200,0,8,"儲蓄計劃"
"N","醫療",71250,0,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",42500,1,4,"儲蓄計劃"
"Y","法律",42500,1,5,"儲蓄計劃"
"N","醫療",62900,0,4,"儲蓄計劃"
"N","教育",60800,0,6,"儲蓄計劃"
"N","法律",45800,1,8,"儲蓄計劃"
"N","醫療",57050,1,5,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",64100,1,4,"儲蓄計劃"
"N","法律",24100,0,3,"儲蓄計劃"
"Y","醫療",62950,0,4,"儲蓄計劃"
"N","教育",75900,1,2,"儲蓄計劃"
"N","法律",45900,0,2,"儲蓄計劃"
"N","醫療",69800,1,8,"儲蓄計劃"
"N","服務",39800,0,3,"儲蓄計劃"
"N","教育",54600,1,1,"儲蓄計劃"
"Y","法律",29600,1,7,"儲蓄計劃"
"Y","醫療",66000,1,4,"儲蓄計劃"
"N","教育",57000,1,4,"儲蓄計劃"
"N","法律",42000,0,8,"儲蓄計劃"
"N","醫療",61400,0,8,"儲蓄計劃"
"N","服務",31400,0,6,"儲蓄計劃"
"N","教育",67800,1,7,"儲蓄計劃"
"Y","法律",32800,0,1,"儲蓄計劃"
"Y","醫療",74000,0,6,"儲蓄計劃"
"N","服務",49000,1,7,"儲蓄計劃"
"N","教育",43000,0,8,"儲蓄計劃"
"N","法律",48000,0,5,"儲蓄計劃"
"N","醫療",65350,0,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",55700,0,4,"儲蓄計劃"
"N","法律",40700,1,5,"儲蓄計劃"
"Y","醫療",73100,0,8,"儲蓄計劃"
"N","服務",48100,0,7,"儲蓄計劃"
"N","教育",56200,0,8,"儲蓄計劃"
"N","法律",46200,1,8,"儲蓄計劃"
"Y","醫療",60950,1,2,"儲蓄計劃"
"N","服務",45950,1,3,"儲蓄計劃"
"N","教育",51900,0,4,"儲蓄計劃"
"Y","法律",41900,1,9,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",38450,0,5,"儲蓄計劃"
"N","教育",36900,1,2,"儲蓄計劃"
"N","法律",26900,1,5,"儲蓄計劃"
"N","醫療",53400,1,8,"儲蓄計劃"
"N","教育",61800,0,1,"儲蓄計劃"
"N","法律",26800,0,3,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",42550,0,3,"儲蓄計劃"
"N","教育",60100,0,8,"儲蓄計劃"
"N","法律",15100,1,2,"儲蓄計劃"
"N","醫療",58900,1,2,"儲蓄計劃"
"N","服務",43900,1,6,"儲蓄計劃"
"N","教育",77800,1,1,"儲蓄計劃"
"Y","法律",17800,0,7,"儲蓄計劃"
"Y","醫療",56350,0,8,"儲蓄計劃"
"N","教育",42700,0,2,"儲蓄計劃"
"N","法律",22700,1,8,"儲蓄計劃"
"N","醫療",69950,1,2,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",79900,1,7,"儲蓄計劃"
"Y","法律",49900,0,1,"儲蓄計劃"
"Y","醫療",67750,0,4,"儲蓄計劃"
"N","教育",50500,1,6,"儲蓄計劃"
"N","法律",35500,0,5,"儲蓄計劃"
"N","醫療",54350,1,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",73700,1,1,"儲蓄計劃"
"N","法律",28700,1,7,"儲蓄計劃"
"Y","醫療",61850,1,4,"儲蓄計劃"
"N","服務",51850,0,1,"儲蓄計劃"
"N","教育",78700,1,2,"儲蓄計劃"
"N","法律",33700,1,5,"儲蓄計劃"
"N","醫療",58450,0,5,"儲蓄計劃"
"N","服務",38450,1,6,"儲蓄計劃"
"N","教育",66900,1,7,"儲蓄計劃"
"N","法律",26900,0,5,"儲蓄計劃"
"Y","醫療",69150,0,2,"儲蓄計劃"
"N","服務",54150,1,1,"儲蓄計劃"
"N","教育",68300,1,2,"儲蓄計劃"
"N","法律",38300,1,5,"儲蓄計劃"
"N","醫療",67300,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",69600,0,7,"儲蓄計劃"
"Y","法律",44600,1,7,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",37900,0,7,"儲蓄計劃"
"N","教育",50800,1,4,"儲蓄計劃"
"N","法律",25800,1,5,"儲蓄計劃"
"N","醫療",69550,0,8,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",59100,0,1,"儲蓄計劃"
"Y","法律",49100,1,9,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",45700,0,5,"儲蓄計劃"
"N","教育",51400,1,4,"儲蓄計劃"
"Y","法律",21400,1,5,"儲蓄計劃"
"N","醫療",71300,1,5,"儲蓄計劃"
"N","服務",36300,0,3,"儲蓄計劃"
"N","教育",77600,0,4,"儲蓄計劃"
"Y","法律",22600,0,1,"儲蓄計劃"
"Y","醫療",56950,1,6,"儲蓄計劃"
"N","教育",63900,1,4,"儲蓄計劃"
"N","法律",13900,0,5,"儲蓄計劃"
"Y","醫療",73400,1,2,"儲蓄計劃"
"N","教育",51800,0,4,"儲蓄計劃"
"N","法律",16800,0,9,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",38600,0,9,"儲蓄計劃"
"N","教育",67200,0,8,"儲蓄計劃"
"Y","法律",47200,0,5,"儲蓄計劃"
"N","醫療",72550,1,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",35100,0,7,"儲蓄計劃"
"N","法律",15100,1,5,"儲蓄計劃"
"N","醫療",62250,1,2,"儲蓄計劃"
"N","服務",37250,1,5,"儲蓄計劃"
"N","教育",64500,0,2,"儲蓄計劃"
"N","法律",44500,0,5,"儲蓄計劃"
"N","醫療",64150,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",53300,1,1,"儲蓄計劃"
"Y","法律",38300,1,9,"儲蓄計劃"
"Y","醫療",54600,1,8,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",29200,0,2,"儲蓄計劃"
"N","醫療",50200,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",60400,1,7,"儲蓄計劃"
"N","法律",40400,0,1,"儲蓄計劃"
"Y","醫療",58950,0,4,"儲蓄計劃"
"N","服務",33950,0,1,"儲蓄計劃"
"N","教育",72900,0,2,"儲蓄計劃"
"Y","法律",17900,1,2,"儲蓄計劃"
"N","醫療",70650,1,2,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",41300,1,7,"儲蓄計劃"
"N","法律",21300,1,5,"儲蓄計劃"
"N","醫療",61600,0,4,"儲蓄計劃"
"N","服務",36600,0,1,"儲蓄計劃"
"N","教育",48200,1,4,"儲蓄計劃"
"N","法律",23200,1,2,"儲蓄計劃"
"N","醫療",57950,0,2,"儲蓄計劃"
"N","教育",35900,0,7,"儲蓄計劃"
"Y","法律",15900,1,9,"儲蓄計劃"
"Y","醫療",53600,1,4,"儲蓄計劃"
"N","服務",38600,0,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",47200,0,8,"儲蓄計劃"
"N","醫療",59700,1,5,"儲蓄計劃"
"N","教育",69400,0,1,"儲蓄計劃"
"N","法律",19400,0,7,"儲蓄計劃"
"Y","醫療",61550,1,4,"儲蓄計劃"
"N","教育",58100,0,6,"儲蓄計劃"
"N","法律",43100,0,5,"儲蓄計劃"
"N","醫療",62050,1,8,"儲蓄計劃"
"N","服務",47050,0,6,"儲蓄計劃"
"N","教育",69100,1,4,"儲蓄計劃"
"Y","法律",24100,1,9,"儲蓄計劃"
"Y","醫療",55700,1,4,"儲蓄計劃"
"N","服務",40700,0,9,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",31400,1,8,"儲蓄計劃"
"Y","醫療",69100,0,5,"儲蓄計劃"
"N","服務",39100,0,6,"儲蓄計劃"
"N","教育",38200,0,1,"儲蓄計劃"
"Y","法律",48200,1,3,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",48550,1,1,"儲蓄計劃"
"N","教育",72100,0,8,"儲蓄計劃"
"Y","法律",27100,0,2,"儲蓄計劃"
"N","醫療",62050,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",64100,0,1,"儲蓄計劃"
"Y","法律",44100,1,7,"儲蓄計劃"
"Y","醫療",64050,1,6,"儲蓄計劃"
"N","服務",39050,0,9,"儲蓄計劃"
"N","教育",38100,1,8,"儲蓄計劃"
"Y","法律",48100,1,5,"儲蓄計劃"
"N","醫療",56350,1,8,"儲蓄計劃"
"N","服務",41350,0,3,"儲蓄計劃"
"N","教育",42700,1,1,"儲蓄計劃"
"Y","法律",12700,0,7,"儲蓄計劃"
"Y","醫療",59000,1,8,"儲蓄計劃"
"N","服務",44000,1,7,"儲蓄計劃"
"N","教育",63000,0,2,"儲蓄計劃"
"N","法律",18000,1,2,"儲蓄計劃"
"N","醫療",50900,0,2,"儲蓄計劃"
"N","服務",30900,1,3,"儲蓄計劃"
"N","教育",36800,1,4,"儲蓄計劃"
"Y","法律",31800,1,7,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",49800,0,1,"儲蓄計劃"
"N","教育",74600,0,4,"儲蓄計劃"
"N","法律",29600,0,5,"儲蓄計劃"
"Y","醫療",53150,1,5,"儲蓄計劃"
"N","服務",38150,1,6,"儲蓄計劃"
"N","教育",51300,1,7,"儲蓄計劃"
"N","法律",46300,1,9,"儲蓄計劃"
"N","醫療",68250,0,6,"儲蓄計劃"
"N","服務",48250,1,9,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",26500,1,8,"儲蓄計劃"
"N","醫療",70300,0,2,"儲蓄計劃"
"N","服務",45300,1,6,"儲蓄計劃"
"N","教育",50600,0,1,"儲蓄計劃"
"N","法律",40600,1,7,"儲蓄計劃"
"Y","醫療",65300,1,4,"儲蓄計劃"
"N","服務",45300,1,3,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",40600,1,8,"儲蓄計劃"
"N","醫療",71550,1,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",48100,0,7,"儲蓄計劃"
"Y","法律",33100,0,5,"儲蓄計劃"
"Y","醫療",66600,1,6,"儲蓄計劃"
"N","教育",48200,0,6,"儲蓄計劃"
"N","法律",13200,1,8,"儲蓄計劃"
"N","醫療",72300,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",64600,1,7,"儲蓄計劃"
"Y","法律",44600,0,1,"儲蓄計劃"
"N","醫療",62550,0,4,"儲蓄計劃"
"N","服務",32550,1,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",35100,0,8,"儲蓄計劃"
"N","醫療",67850,1,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",40700,1,7,"儲蓄計劃"
"N","法律",45700,0,7,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",59850,1,1,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",49700,1,5,"儲蓄計劃"
"N","醫療",74800,1,2,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",54600,1,4,"儲蓄計劃"
"Y","法律",29600,0,5,"儲蓄計劃"
"N","醫療",57000,1,2,"儲蓄計劃"
"N","服務",42000,1,9,"儲蓄計劃"
"N","教育",59000,0,8,"儲蓄計劃"
"N","法律",34000,0,2,"儲蓄計劃"
"N","醫療",67100,0,2,"儲蓄計劃"
"N","服務",47100,1,3,"儲蓄計劃"
"N","教育",54200,0,7,"儲蓄計劃"
"Y","法律",24200,1,7,"儲蓄計劃"
"Y","醫療",67600,1,2,"儲蓄計劃"
"N","服務",32600,0,3,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",15200,1,5,"儲蓄計劃"
"N","醫療",58550,0,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",57100,1,4,"儲蓄計劃"
"N","法律",37100,0,1,"儲蓄計劃"
"N","醫療",62750,0,2,"儲蓄計劃"
"N","服務",42750,1,1,"儲蓄計劃"
"N","教育",60500,0,6,"儲蓄計劃"
"N","法律",35500,0,2,"儲蓄計劃"
"N","醫療",54200,1,2,"儲蓄計劃"
"N","服務",39200,1,6,"儲蓄計劃"
"N","教育",53400,0,7,"儲蓄計劃"
"Y","法律",28400,0,5,"儲蓄計劃"
"N","醫療",59100,1,2,"儲蓄計劃"
"N","服務",44100,0,9,"儲蓄計劃"
"N","教育",63200,0,4,"儲蓄計劃"
"N","法律",38200,0,5,"儲蓄計劃"
"N","醫療",58950,1,5,"儲蓄計劃"
"N","服務",38950,0,6,"儲蓄計劃"
"N","教育",52900,1,1,"儲蓄計劃"
"Y","法律",27900,1,1,"儲蓄計劃"
"Y","醫療",56500,0,4,"儲蓄計劃"
"N","教育",48000,0,8,"儲蓄計劃"
"N","法律",33000,0,8,"儲蓄計劃"
"N","醫療",70650,0,8,"儲蓄計劃"
"N","服務",40650,0,3,"儲蓄計劃"
"N","教育",41300,1,1,"儲蓄計劃"
"Y","法律",31300,0,9,"儲蓄計劃"
"N","醫療",71050,0,4,"儲蓄計劃"
"N","服務",56050,0,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",42100,0,2,"儲蓄計劃"
"Y","醫療",54800,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",74600,0,7,"儲蓄計劃"
"N","法律",49600,0,7,"儲蓄計劃"
"Y","醫療",64800,0,2,"儲蓄計劃"
"N","服務",49800,0,5,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",29600,0,2,"儲蓄計劃"
"N","醫療",52200,1,8,"儲蓄計劃"
"N","服務",32200,1,3,"儲蓄計劃"
"N","教育",39400,1,4,"儲蓄計劃"
"N","法律",14400,0,5,"儲蓄計劃"
"N","醫療",66850,1,6,"儲蓄計劃"
"N","教育",58700,1,8,"儲蓄計劃"
"N","法律",43700,1,2,"儲蓄計劃"
"N","醫療",53850,1,2,"儲蓄計劃"
"N","教育",47700,1,7,"儲蓄計劃"
"N","法律",27700,0,1,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",43550,0,1,"儲蓄計劃"
"N","教育",47100,0,4,"儲蓄計劃"
"N","法律",17100,1,2,"儲蓄計劃"
"N","醫療",50850,1,5,"儲蓄計劃"
"N","服務",40850,0,3,"儲蓄計劃"
"N","教育",41700,1,4,"儲蓄計劃"
"N","法律",11700,1,3,"儲蓄計劃"
"Y","醫療",72400,1,6,"儲蓄計劃"
"N","服務",47400,0,5,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",44800,1,5,"儲蓄計劃"
"N","醫療",65950,1,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",46900,1,4,"儲蓄計劃"
"Y","法律",31900,0,3,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",36650,1,7,"儲蓄計劃"
"N","教育",63300,0,2,"儲蓄計劃"
"Y","法律",43300,1,5,"儲蓄計劃"
"Y","醫療",58250,0,8,"儲蓄計劃"
"N","教育",51500,0,7,"儲蓄計劃"
"Y","法律",16500,1,9,"儲蓄計劃"
"Y","醫療",61300,1,4,"儲蓄計劃"
"N","服務",36300,1,7,"儲蓄計劃"
"N","教育",62600,0,2,"儲蓄計劃"
"N","法律",22600,0,2,"儲蓄計劃"
"N","醫療",54550,1,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",69100,1,4,"儲蓄計劃"
"Y","法律",29100,0,3,"儲蓄計劃"
"Y","醫療",72400,1,2,"儲蓄計劃"
"N","服務",32400,1,1,"儲蓄計劃"
"N","教育",69800,0,2,"儲蓄計劃"
"N","法律",34800,0,5,"儲蓄計劃"
"Y","醫療",70500,0,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",36000,0,7,"儲蓄計劃"
"Y","法律",21000,0,9,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",46850,1,3,"儲蓄計劃"
"N","教育",53700,1,4,"儲蓄計劃"
"N","法律",23700,0,2,"儲蓄計劃"
"N","醫療",59950,0,8,"儲蓄計劃"
"N","服務",34950,1,6,"儲蓄計劃"
"N","教育",59900,0,7,"儲蓄計劃"
"N","法律",19900,0,1,"儲蓄計劃"
"Y","醫療",55950,1,2,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",11900,0,5,"儲蓄計劃"
"N","醫療",64350,0,2,"儲蓄計劃"
"N","服務",34350,0,3,"儲蓄計劃"
"N","教育",43700,1,1,"儲蓄計劃"
"N","法律",18700,1,5,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",32350,0,7,"儲蓄計劃"
"N","教育",39700,0,2,"儲蓄計劃"
"N","法律",34700,0,5,"儲蓄計劃"
"N","醫療",55550,0,5,"儲蓄計劃"
"N","教育",76100,0,7,"儲蓄計劃"
"Y","法律",31100,1,1,"儲蓄計劃"
"Y","醫療",56450,1,8,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",32900,0,8,"儲蓄計劃"
"N","醫療",69950,1,5,"儲蓄計劃"
"N","服務",34950,1,3,"儲蓄計劃"
"N","教育",44900,1,4,"儲蓄計劃"
"Y","法律",39900,1,1,"儲蓄計劃"
"Y","醫療",56700,0,2,"儲蓄計劃"
"N","服務",41700,0,9,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",13400,0,5,"儲蓄計劃"
"N","醫療",61800,0,5,"儲蓄計劃"
"N","教育",48600,0,4,"儲蓄計劃"
"Y","法律",13600,1,3,"儲蓄計劃"
"Y","醫療",66750,1,6,"儲蓄計劃"
"N","服務",31750,0,9,"儲蓄計劃"
"N","教育",68500,0,6,"儲蓄計劃"
"N","法律",13500,0,5,"儲蓄計劃"
"N","醫療",65850,0,8,"儲蓄計劃"
"N","教育",41700,1,1,"儲蓄計劃"
"Y","法律",41700,1,5,"儲蓄計劃"
"Y","醫療",70750,0,6,"儲蓄計劃"
"N","服務",30750,1,9,"儲蓄計劃"
"N","教育",66500,1,2,"儲蓄計劃"
"Y","法律",31500,0,8,"儲蓄計劃"
"N","醫療",65850,0,2,"儲蓄計劃"
"N","服務",40850,0,3,"儲蓄計劃"
"N","教育",41700,0,1,"儲蓄計劃"
"Y","法律",31700,1,5,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",36500,1,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",23000,0,2,"儲蓄計劃"
"N","醫療",59400,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",78800,1,1,"儲蓄計劃"
"N","法律",18800,1,9,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",30650,0,5,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",31300,1,2,"儲蓄計劃"
"N","醫療",68900,0,8,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",62800,0,4,"儲蓄計劃"
"Y","法律",37800,1,3,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",34250,1,1,"儲蓄計劃"
"N","教育",43500,1,4,"儲蓄計劃"
"N","法律",18500,0,8,"儲蓄計劃"
"N","醫療",55100,1,8,"儲蓄計劃"
"N","服務",45100,0,6,"儲蓄計劃"
"N","教育",65200,0,1,"儲蓄計劃"
"Y","法律",20200,0,3,"儲蓄計劃"
"Y","醫療",72800,1,6,"儲蓄計劃"
"N","服務",42800,1,5,"儲蓄計劃"
"N","教育",75600,1,8,"儲蓄計劃"
"N","法律",15600,0,2,"儲蓄計劃"
"N","醫療",55400,0,8,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",60800,0,4,"儲蓄計劃"
"Y","法律",20800,1,7,"儲蓄計劃"
"Y","醫療",73550,0,8,"儲蓄計劃"
"N","服務",43550,1,3,"儲蓄計劃"
"N","教育",77100,0,4,"儲蓄計劃"
"N","法律",17100,1,5,"儲蓄計劃"
"Y","醫療",62800,1,2,"儲蓄計劃"
"N","服務",47800,1,3,"儲蓄計劃"
"N","教育",55600,0,7,"儲蓄計劃"
"Y","法律",45600,0,7,"儲蓄計劃"
"Y","醫療",71400,0,4,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",42800,0,8,"儲蓄計劃"
"N","醫療",62800,1,5,"儲蓄計劃"
"N","服務",37800,1,6,"儲蓄計劃"
"N","教育",65600,1,1,"儲蓄計劃"
"Y","法律",45600,0,1,"儲蓄計劃"
"N","醫療",63650,1,6,"儲蓄計劃"
"N","教育",77300,0,6,"儲蓄計劃"
"N","法律",47300,0,5,"儲蓄計劃"
"N","醫療",50300,1,2,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",60600,0,1,"儲蓄計劃"
"N","法律",10600,1,9,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",47400,0,5,"儲蓄計劃"
"N","教育",54800,1,2,"儲蓄計劃"
"N","法律",24800,1,2,"儲蓄計劃"
"N","醫療",61050,1,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",67100,1,1,"儲蓄計劃"
"N","法律",32100,0,3,"儲蓄計劃"
"Y","醫療",63400,1,8,"儲蓄計劃"
"N","教育",66800,0,6,"儲蓄計劃"
"N","法律",16800,1,8,"儲蓄計劃"
"N","醫療",69250,0,5,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",73500,0,1,"儲蓄計劃"
"Y","法律",38500,0,3,"儲蓄計劃"
"Y","醫療",63600,1,4,"儲蓄計劃"
"N","教育",52200,0,2,"儲蓄計劃"
"N","法律",37200,0,2,"儲蓄計劃"
"Y","醫療",62000,1,2,"儲蓄計劃"
"N","服務",32000,0,3,"儲蓄計劃"
"N","教育",39000,0,7,"儲蓄計劃"
"N","法律",14000,1,7,"儲蓄計劃"
"N","醫療",51200,0,8,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",42400,0,2,"儲蓄計劃"
"N","醫療",65950,0,8,"儲蓄計劃"
"N","教育",56900,1,4,"儲蓄計劃"
"N","法律",21900,0,7,"儲蓄計劃"
"Y","醫療",67550,1,6,"儲蓄計劃"
"N","服務",52550,0,1,"儲蓄計劃"
"N","教育",35100,0,4,"儲蓄計劃"
"Y","法律",35100,0,2,"儲蓄計劃"
"N","醫療",50250,1,2,"儲蓄計劃"
"N","服務",35250,0,3,"儲蓄計劃"
"N","教育",75500,1,1,"儲蓄計劃"
"Y","法律",20500,1,7,"儲蓄計劃"
"Y","醫療",53500,0,8,"儲蓄計劃"
"N","服務",48500,1,9,"儲蓄計劃"
"N","教育",72000,1,6,"儲蓄計劃"
"N","法律",47000,1,5,"儲蓄計劃"
"N","醫療",74300,0,2,"儲蓄計劃"
"N","服務",34300,1,3,"儲蓄計劃"
"N","教育",58600,0,1,"儲蓄計劃"
"N","法律",38600,1,5,"儲蓄計劃"
"N","醫療",62050,0,2,"儲蓄計劃"
"N","教育",44100,0,2,"儲蓄計劃"
"N","法律",24100,0,8,"儲蓄計劃"
"N","醫療",62850,1,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",65700,1,7,"儲蓄計劃"
"N","法律",45700,0,7,"儲蓄計劃"
"Y","醫療",57750,0,4,"儲蓄計劃"
"N","服務",47750,0,1,"儲蓄計劃"
"N","教育",70500,1,8,"儲蓄計劃"
"N","法律",25500,0,8,"儲蓄計劃"
"N","醫療",50450,0,5,"儲蓄計劃"
"N","服務",45450,1,3,"儲蓄計劃"
"N","教育",35900,1,7,"儲蓄計劃"
"N","法律",40900,1,7,"儲蓄計劃"
"Y","醫療",53700,1,2,"儲蓄計劃"
"N","服務",48700,0,5,"儲蓄計劃"
"N","教育",72400,0,8,"儲蓄計劃"
"N","法律",27400,0,8,"儲蓄計劃"
"Y","醫療",69250,0,2,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",38500,1,4,"儲蓄計劃"
"N","法律",38500,1,9,"儲蓄計劃"
"Y","醫療",52450,1,6,"儲蓄計劃"
"N","服務",47450,0,5,"儲蓄計劃"
"N","教育",39900,1,8,"儲蓄計劃"
"N","法律",44900,1,2,"儲蓄計劃"
"N","醫療",66950,1,5,"儲蓄計劃"
